Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,MatchID
1,Sun,8/8/2021,20:45 (02:45),Montpellier,0.6,2–3,2.4,Marseille,"13,500",Stade de la Mosson,Jérémie Pignard,2122371
1,Sun,8/8/2021,17:00 (23:00),Metz,1.2,3–3,1.4,Lille,"15,551",Stade Saint-Symphorien,Eric Wattellier,2122372
1,Sun,8/8/2021,15:00 (21:00),Saint-Étienne,2,1–1,0.8,Lorient,"20,461",Stade Geoffroy-Guichard,Thomas Léonard,2122373
1,Sun,8/8/2021,15:00 (21:00),Nice,1.1,0–0,0.2,Reims,"18,030",Stade de Nice,Johan Hamel,2122374
1,Sun,8/8/2021,15:00 (21:00),Strasbourg,0.7,0–2,1,Angers,"23,250",Stade de la Meinau,Jeremy Stinat,2122375
1,Sun,8/8/2021,15:00 (21:00),Bordeaux,1,0–2,3.5,Clermont Foot,"18,748",Stade Matmut-Atlantique,Florent Batta,2122376
1,Sun,8/8/2021,13:00 (19:00),Rennes,1,1–1,1.9,Lens,"22,567",Roazhon Park,Bastien Dechepy,2122377
1,Sat,8/7/2021,21:00 (03:00),Troyes,0.8,1–2,1.4,Paris S-G,"15,248",Stade de l'Aube,Amaury Delerue,2122378
1,Sat,8/7/2021,17:00 (23:00),Lyon,1.8,1–1,1,Brest,"29,018",Groupama Stadium,Mikael Lesage,2122379
1,Fri,8/6/2021,21:00 (03:00),Monaco,1.7,1–1,0.3,Nantes,"7,500",Stade Louis II.,Antony Gautier,2122380
